id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
390025,13200.0,3,9.75,424.38,B,B3,1968.0,10+ years,2,57000.0,1,2016-02-01,0,0,162.0,2,11.56,0.0,685.0,689.0,14.0,0.0,0.0,15687.0,60.6,30.0,0,0,Sep-1988,0.0,1.0,0.0,7.0,9.0,9.0,8.0,15.0,5.0,12.0,24.0,9.0,14.0,0.0,0.0,0.0,2.0
24389,8675.0,3,10.99,283.97,B,B4,361212.0,2 years,0,44000.0,1,2016-07-01,1,4,38.0,21,24.86,1.0,690.0,694.0,11.0,0.0,0.0,7896.0,51.3,29.0,0,0,Feb-2004,4.0,1.0,1.0,3.0,7.0,7.0,3.0,8.0,11.0,9.0,17.0,8.0,11.0,0.0,0.0,1.0,2.0
753409,12600.0,5,26.06,377.7,G,G5,75627.0,< 1 year,1,42201.0,2,2014-08-01,1,0,157.0,8,13.62,0.0,660.0,664.0,30.0,0.0,0.0,13937.0,87.1,43.0,0,0,Sep-2004,0.0,1.0,0.0,7.0,11.0,11.0,7.0,9.0,27.0,11.0,16.0,11.0,30.0,0.0,0.0,0.0,3.0
527608,9000.0,3,15.59,314.6,D,D1,307.0,3 years,1,80000.0,1,2015-01-01,1,0,17.0,13,26.45,0.0,675.0,679.0,9.0,0.0,0.0,28847.0,91.1,12.0,1,0,Oct-1995,0.0,1.0,0.0,6.0,6.0,6.0,6.0,8.0,3.0,6.0,9.0,6.0,9.0,0.0,0.0,0.0,5.0
506346,15000.0,5,21.45,409.61,D,D5,141725.0,< 1 year,0,140000.0,0,2017-06-01,1,3,371.0,7,13.42,0.0,675.0,679.0,17.0,0.0,0.0,37249.0,82.0,19.0,0,0,May-2009,3.0,1.0,0.0,3.0,9.0,9.0,3.0,3.0,7.0,9.0,11.0,9.0,17.0,0.0,0.0,0.0,1.0
232083,16150.0,3,14.99,559.77,C,C5,9783.0,10+ years,1,45000.0,1,2014-07-01,1,0,17.0,13,14.88,0.0,675.0,679.0,16.0,1.0,0.0,16017.0,52.2,34.0,0,0,Jan-1993,0.0,1.0,1.0,5.0,9.0,9.0,5.0,16.0,3.0,16.0,31.0,9.0,16.0,0.0,0.0,0.0,4.0
798542,19000.0,5,12.99,432.22,C,C2,307.0,10+ years,0,158700.0,1,2016-02-01,1,0,186.0,9,26.96,0.0,660.0,664.0,6.0,0.0,0.0,25661.0,80.4,22.0,0,0,Apr-1994,0.0,1.0,4.0,1.0,2.0,2.0,1.0,10.0,4.0,3.0,14.0,2.0,6.0,0.0,0.0,0.0,0.0
81820,6500.0,5,11.49,142.92,B,B4,239227.0,10+ years,0,75000.0,0,2010-07-01,0,0,267.0,27,13.68,0.0,715.0,719.0,11.0,0.0,0.0,22699.0,48.1,30.0,1,0,Sep-1990,299.0,1.0,,,,,,,,,,,,,,,
454236,20000.0,5,14.99,475.7,C,C4,8855.0,10+ years,0,53000.0,1,2017-01-01,0,2,752.0,11,26.43,0.0,680.0,684.0,13.0,1.0,1.0,12555.0,29.9,23.0,0,0,Jun-1999,5.0,1.0,0.0,4.0,5.0,5.0,4.0,7.0,4.0,11.0,17.0,5.0,13.0,0.0,0.0,0.0,1.0
274710,10000.0,3,12.74,335.69,C,C1,255556.0,< 1 year,1,65000.0,1,2017-01-01,1,4,124.0,13,20.44,0.0,695.0,699.0,14.0,0.0,0.0,14870.0,50.6,41.0,0,0,Jan-1986,4.0,1.0,1.0,4.0,7.0,7.0,6.0,16.0,12.0,12.0,27.0,7.0,14.0,0.0,0.0,0.0,2.0
129950,16000.0,5,15.99,389.01,D,D2,54.0,,0,55000.0,2,2014-12-01,1,2,371.0,7,35.17,0.0,690.0,694.0,16.0,0.0,0.0,13058.0,67.3,33.0,0,0,Dec-1995,5.0,1.0,0.0,3.0,8.0,8.0,3.0,6.0,12.0,11.0,18.0,8.0,16.0,0.0,0.0,0.0,2.0
227352,5000.0,5,13.49,115.03,C,C2,144562.0,4 years,1,30000.0,2,2011-05-01,0,1,74.0,30,15.96,0.0,765.0,769.0,16.0,0.0,0.0,276.0,0.7,29.0,1,0,May-2001,2091.0,1.0,,,,,,,,,,,,,,,
667391,35000.0,3,13.99,1196.05,C,C3,4116.0,6 years,0,130000.0,2,2017-03-01,1,0,19.0,14,30.48,0.0,685.0,689.0,16.0,0.0,0.0,64647.0,88.6,32.0,0,0,Sep-1996,0.0,1.0,0.0,6.0,8.0,8.0,7.0,10.0,11.0,11.0,18.0,8.0,16.0,0.0,0.0,0.0,2.0
532011,26575.0,5,25.8,792.53,G,G1,4688.0,10+ years,1,70000.0,1,2014-10-01,1,0,241.0,7,22.77,2.0,665.0,669.0,12.0,0.0,0.0,1443.0,39.0,41.0,1,0,Oct-1998,0.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,33.0,6.0,7.0,4.0,12.0,0.0,0.0,1.0,5.0
548215,7200.0,3,15.22,250.37,C,C3,272973.0,7 years,1,50000.0,0,2013-09-01,1,0,27.0,12,15.12,0.0,665.0,669.0,8.0,1.0,1.0,8501.0,69.7,12.0,1,0,Dec-1999,0.0,1.0,0.0,4.0,6.0,6.0,4.0,4.0,4.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,2.0
762233,20000.0,5,16.29,489.45,D,D1,37800.0,10+ years,1,99200.0,2,2016-05-01,1,4,51.0,13,13.37,0.0,670.0,674.0,15.0,0.0,0.0,17652.0,44.0,18.0,0,0,May-2001,2.0,1.0,0.0,10.0,13.0,13.0,10.0,11.0,3.0,13.0,15.0,10.0,15.0,,0.0,0.0,5.0
285157,10000.0,3,7.69,311.94,A,A4,368.0,7 years,1,35000.0,1,2014-09-01,1,4,76.0,26,10.6,0.0,700.0,704.0,9.0,1.0,1.0,7563.0,39.2,13.0,0,0,May-1999,4.0,1.0,0.0,7.0,8.0,8.0,7.0,10.0,0.0,9.0,13.0,8.0,9.0,0.0,0.0,0.0,0.0
269919,20000.0,3,13.99,683.46,C,C3,13.0,2 years,1,85000.0,2,2016-12-01,1,4,70.0,32,18.06,0.0,675.0,679.0,21.0,0.0,0.0,16243.0,30.7,24.0,1,0,Mar-2003,4.0,1.0,0.0,9.0,12.0,12.0,9.0,10.0,4.0,19.0,20.0,12.0,21.0,0.0,0.0,0.0,4.0
487565,12000.0,3,6.97,370.37,A,A3,490.0,10+ years,0,95000.0,0,2016-03-01,0,0,235.0,8,12.99,0.0,675.0,679.0,13.0,1.0,1.0,9928.0,44.9,40.0,0,0,Apr-1994,0.0,1.0,0.0,4.0,6.0,6.0,4.0,14.0,5.0,11.0,33.0,6.0,13.0,0.0,0.0,0.0,2.0
87975,4800.0,3,12.99,161.71,C,C2,176309.0,< 1 year,1,31000.0,0,2014-11-01,0,4,505.0,10,15.83,0.0,675.0,679.0,7.0,0.0,0.0,3921.0,62.2,9.0,1,0,May-2008,4.0,1.0,0.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,6.0,3.0,7.0,0.0,0.0,0.0,3.0
738175,32000.0,5,22.74,897.33,E,E1,6203.0,2 years,1,64000.0,1,2016-12-01,1,4,156.0,18,13.52,0.0,685.0,689.0,6.0,0.0,0.0,17057.0,60.7,7.0,0,0,Sep-2010,4.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,2.0
555472,5000.0,3,8.18,157.1,B,B1,2986.0,4 years,0,116000.0,1,2015-10-01,1,3,582.0,14,12.54,0.0,685.0,689.0,19.0,0.0,0.0,9225.0,28.9,59.0,0,0,Aug-1996,3.0,1.0,12.0,2.0,5.0,5.0,4.0,10.0,38.0,13.0,19.0,5.0,19.0,0.0,0.0,0.0,6.0
415108,26000.0,5,19.99,688.7,E,E4,49.0,8 years,0,52000.0,1,2015-09-01,1,0,370.0,13,23.64,0.0,665.0,669.0,23.0,0.0,0.0,15255.0,82.0,42.0,0,0,Dec-1998,0.0,1.0,0.0,6.0,7.0,7.0,6.0,7.0,33.0,8.0,9.0,7.0,23.0,0.0,0.0,0.0,0.0
639551,10000.0,3,7.9,312.91,A,A4,54.0,10+ years,1,60000.0,2,2013-12-01,1,0,471.0,42,8.9,0.0,695.0,699.0,6.0,0.0,0.0,3725.0,34.5,25.0,1,0,Jul-2001,1086.0,1.0,0.0,2.0,4.0,4.0,3.0,8.0,14.0,5.0,11.0,4.0,6.0,0.0,0.0,0.0,1.0
264881,7000.0,3,11.44,230.64,B,B4,54.0,,0,72000.0,0,2016-11-01,1,7,70.0,32,24.76,1.0,695.0,699.0,8.0,0.0,0.0,35296.0,89.4,31.0,0,0,Feb-1982,8.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,9.0,6.0,21.0,2.0,8.0,0.0,0.0,0.0,0.0
131657,18000.0,5,29.99,582.26,F,F3,471.0,5 years,2,40000.0,2,2016-12-01,1,0,301.0,21,32.58,0.0,685.0,689.0,16.0,0.0,0.0,9570.0,32.0,19.0,1,0,Jul-2001,0.0,1.0,0.0,5.0,14.0,14.0,5.0,5.0,4.0,14.0,15.0,13.0,16.0,,0.0,0.0,11.0
142617,7000.0,3,13.44,237.35,C,C3,8780.0,10+ years,1,89000.0,1,2016-01-01,0,0,99.0,8,12.7,0.0,670.0,674.0,9.0,1.0,0.0,4648.0,22.2,13.0,0,0,Oct-1989,0.0,1.0,3.0,3.0,6.0,6.0,4.0,5.0,2.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,2.0
51388,28725.0,5,21.45,784.4,D,D5,410.0,10+ years,0,65000.0,0,2017-10-01,1,0,388.0,3,29.3,1.0,720.0,724.0,8.0,0.0,0.0,7721.0,31.1,27.0,0,0,Jul-2000,0.0,1.0,10.0,3.0,3.0,3.0,3.0,3.0,23.0,4.0,4.0,3.0,8.0,0.0,0.0,0.0,2.0
680364,5000.0,3,13.99,170.87,C,C3,378313.0,10+ years,0,47500.0,1,2016-10-01,1,0,401.0,24,16.09,1.0,660.0,664.0,21.0,1.0,1.0,4508.0,40.3,26.0,0,0,Apr-1990,0.0,1.0,3.0,5.0,10.0,10.0,5.0,6.0,6.0,18.0,20.0,10.0,21.0,0.0,0.0,1.0,6.0
398890,17300.0,3,13.11,583.83,B,B4,333173.0,9 years,1,55000.0,0,2012-09-01,0,0,245.0,26,14.38,0.0,690.0,694.0,12.0,0.0,0.0,26707.0,36.0,17.0,1,0,Apr-2001,191.0,1.0,0.0,3.0,6.0,6.0,8.0,11.0,0.0,12.0,17.0,6.0,12.0,0.0,0.0,0.0,1.0
4880,35000.0,3,12.62,1172.9,C,C1,363976.0,10+ years,0,120000.0,2,2017-12-01,0,11,171.0,8,20.03,0.0,715.0,719.0,17.0,0.0,0.0,7649.0,11.2,42.0,0,0,Aug-2002,12.0,1.0,1.0,3.0,5.0,5.0,7.0,12.0,15.0,13.0,23.0,5.0,17.0,0.0,0.0,0.0,5.0
60693,35000.0,5,30.75,1148.55,F,F5,28526.0,10+ years,0,98000.0,0,2017-07-01,1,9,161.0,14,25.79,0.0,705.0,709.0,11.0,0.0,0.0,33982.0,68.0,33.0,1,0,Oct-2001,10.0,1.0,0.0,3.0,6.0,6.0,10.0,10.0,10.0,6.0,20.0,5.0,11.0,,0.0,0.0,2.0
769145,6200.0,3,18.55,225.86,E,E2,54.0,,1,20712.0,2,2015-07-01,1,0,267.0,27,28.16,0.0,665.0,669.0,15.0,2.0,2.0,12139.0,42.7,35.0,1,0,Dec-1999,0.0,1.0,2.0,4.0,10.0,10.0,4.0,18.0,1.0,13.0,33.0,10.0,15.0,0.0,0.0,0.0,9.0
615808,20050.0,3,7.62,624.79,A,A3,32.0,3 years,0,137501.0,2,2013-10-01,0,4,134.0,8,28.37,0.0,700.0,704.0,9.0,0.0,0.0,391623.0,93.7,23.0,1,0,Aug-1990,27841.0,1.0,0.0,5.0,6.0,6.0,5.0,12.0,5.0,7.0,16.0,6.0,9.0,0.0,0.0,0.0,1.0
100141,19200.0,5,13.99,446.66,C,C3,2834.0,5 years,0,190000.0,0,2016-10-01,1,0,152.0,14,14.11,0.0,675.0,679.0,11.0,1.0,1.0,28211.0,59.0,44.0,0,0,Jun-1994,0.0,1.0,0.0,2.0,3.0,3.0,4.0,10.0,21.0,6.0,19.0,3.0,11.0,0.0,0.0,0.0,2.0
203908,8850.0,3,15.59,309.36,C,C5,4281.0,4 years,1,74000.0,2,2016-07-01,0,0,196.0,14,10.75,0.0,665.0,669.0,11.0,1.0,1.0,5656.0,38.7,14.0,0,0,Aug-1996,0.0,1.0,0.0,2.0,6.0,6.0,2.0,2.0,4.0,9.0,10.0,6.0,11.0,0.0,0.0,0.0,4.0
622861,25000.0,3,17.56,898.31,D,D1,274849.0,6 years,0,84000.0,2,2013-08-01,0,0,157.0,8,10.43,0.0,700.0,704.0,7.0,0.0,0.0,24330.0,96.2,9.0,1,0,Aug-2002,0.0,1.0,0.0,6.0,6.0,6.0,6.0,7.0,0.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0
636388,16000.0,3,10.99,523.75,B,B2,259680.0,10+ years,0,40000.0,1,2013-11-01,0,4,324.0,10,21.78,0.0,685.0,689.0,11.0,0.0,0.0,8928.0,72.6,29.0,1,0,Feb-1991,25447.0,1.0,1.0,4.0,8.0,8.0,5.0,8.0,11.0,9.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0
448102,5000.0,3,17.09,178.49,D,D1,364299.0,4 years,1,64000.0,0,2017-12-01,0,0,512.0,21,15.9,0.0,700.0,704.0,7.0,0.0,0.0,7515.0,42.5,7.0,0,0,Apr-2014,0.0,1.0,0.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,2.0
473265,8000.0,3,19.52,295.36,D,D4,71947.0,10+ years,1,53000.0,2,2013-10-01,0,0,171.0,8,18.57,0.0,680.0,684.0,8.0,1.0,0.0,6117.0,68.7,15.0,1,0,Aug-2003,30208.0,1.0,0.0,2.0,4.0,4.0,2.0,5.0,6.0,5.0,9.0,4.0,8.0,0.0,0.0,0.0,2.0
670971,10200.0,3,10.99,333.89,B,B4,41335.0,10+ years,1,64000.0,0,2016-09-01,0,0,245.0,26,17.03,0.0,660.0,664.0,13.0,1.0,0.0,4784.0,29.0,20.0,1,0,Jun-2002,0.0,1.0,1.0,4.0,7.0,7.0,5.0,7.0,5.0,10.0,13.0,7.0,13.0,0.0,0.0,0.0,4.0
178915,16500.0,5,25.8,492.07,G,G1,4352.0,1 year,0,55000.0,0,2014-03-01,1,0,682.0,2,24.68,0.0,675.0,679.0,9.0,0.0,0.0,22634.0,91.6,20.0,1,0,Jan-2000,0.0,1.0,0.0,2.0,4.0,4.0,2.0,3.0,11.0,5.0,7.0,4.0,9.0,0.0,0.0,0.0,2.0
686082,25000.0,3,16.99,891.2,D,D1,374512.0,1 year,1,70000.0,1,2016-11-01,1,0,141.0,13,6.31,0.0,700.0,704.0,6.0,0.0,0.0,12454.0,76.4,10.0,1,0,Jan-1997,0.0,1.0,0.0,3.0,6.0,6.0,3.0,5.0,1.0,6.0,8.0,6.0,6.0,0.0,0.0,0.0,3.0
179992,20400.0,5,16.29,499.24,D,D1,199.0,3 years,1,160000.0,1,2016-04-01,0,0,50.0,13,15.48,0.0,675.0,679.0,15.0,0.0,0.0,63417.0,84.3,49.0,0,0,Aug-2000,0.0,1.0,0.0,5.0,8.0,8.0,7.0,15.0,18.0,12.0,24.0,8.0,15.0,0.0,0.0,0.0,4.0
349588,30000.0,5,18.25,765.89,E,E1,76672.0,10+ years,0,201000.0,2,2015-05-01,1,0,477.0,7,17.43,0.0,670.0,674.0,23.0,0.0,0.0,47433.0,55.3,44.0,0,0,May-2004,0.0,1.0,0.0,8.0,13.0,13.0,10.0,12.0,21.0,17.0,21.0,13.0,23.0,0.0,0.0,0.0,5.0
454601,10000.0,5,18.25,255.3,D,D3,107357.0,10+ years,0,32000.0,1,2016-05-01,1,0,806.0,2,27.72,0.0,660.0,664.0,9.0,0.0,0.0,7807.0,44.0,24.0,0,0,Apr-2005,0.0,1.0,0.0,5.0,6.0,6.0,6.0,9.0,4.0,7.0,20.0,6.0,9.0,0.0,0.0,0.0,2.0
164561,6000.0,3,10.49,194.99,B,B2,17500.0,6 years,2,35000.0,1,2016-11-01,1,7,166.0,8,23.81,0.0,740.0,744.0,8.0,0.0,0.0,5240.0,17.1,15.0,0,0,Feb-2009,8.0,1.0,0.0,3.0,4.0,4.0,6.0,7.0,5.0,7.0,10.0,4.0,8.0,0.0,0.0,0.0,3.0
57162,15000.0,3,8.24,471.71,B,B1,362162.0,1 year,1,70000.0,1,2016-12-01,1,0,197.0,4,2.28,0.0,760.0,764.0,4.0,0.0,0.0,2463.0,25.4,6.0,0,0,Jan-2001,0.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,0.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0
411836,6000.0,3,8.24,188.69,B,B1,7728.0,2 years,0,53000.0,1,2016-12-01,0,4,500.0,27,8.99,0.0,665.0,669.0,19.0,1.0,1.0,6438.0,30.4,35.0,1,0,Jan-2004,4.0,1.0,0.0,1.0,6.0,6.0,2.0,6.0,19.0,8.0,13.0,6.0,19.0,0.0,0.0,0.0,1.0
507564,19750.0,5,22.99,556.65,F,F1,91331.0,< 1 year,0,40000.0,1,2015-03-01,1,0,313.0,43,13.14,0.0,670.0,674.0,13.0,1.0,1.0,8921.0,45.3,25.0,1,0,Aug-1992,0.0,1.0,0.0,4.0,9.0,9.0,6.0,9.0,5.0,13.0,20.0,9.0,13.0,0.0,0.0,0.0,0.0
646280,16800.0,5,22.39,467.74,E,E1,356420.0,5 years,2,45000.0,2,2016-08-01,1,0,138.0,0,30.69,0.0,690.0,694.0,9.0,0.0,0.0,16289.0,70.5,10.0,0,0,Nov-1997,0.0,1.0,0.0,3.0,6.0,6.0,3.0,3.0,3.0,7.0,7.0,6.0,9.0,0.0,0.0,0.0,1.0
237825,28000.0,3,7.69,873.42,A,A4,182341.0,< 1 year,0,110000.0,2,2014-10-01,1,0,263.0,0,27.7,0.0,710.0,714.0,9.0,0.0,0.0,35871.0,51.8,15.0,1,0,May-1989,0.0,1.0,1.0,4.0,5.0,5.0,4.0,6.0,2.0,6.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0
387791,19800.0,3,13.99,676.63,C,C4,40378.0,10+ years,1,93000.0,1,2016-01-01,1,0,337.0,14,5.75,0.0,665.0,669.0,7.0,0.0,0.0,9001.0,42.9,9.0,0,0,Nov-2000,0.0,1.0,2.0,4.0,6.0,6.0,4.0,5.0,0.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0
794827,8000.0,3,9.93,257.88,B,B2,6731.0,3 years,1,45000.0,0,2017-12-01,1,4,2.0,2,5.69,0.0,700.0,704.0,11.0,0.0,0.0,11996.0,25.4,12.0,0,0,Sep-2013,4.0,1.0,0.0,5.0,5.0,5.0,9.0,10.0,1.0,10.0,11.0,5.0,11.0,0.0,0.0,0.0,2.0
510981,14400.0,5,15.61,347.21,D,D1,193913.0,2 years,0,55000.0,1,2014-07-01,1,4,230.0,2,14.82,0.0,680.0,684.0,9.0,0.0,0.0,13833.0,62.9,13.0,0,0,Dec-2001,4.0,1.0,0.0,2.0,5.0,5.0,2.0,2.0,2.0,7.0,8.0,5.0,9.0,0.0,0.0,0.0,2.0
646632,10000.0,5,18.06,254.27,D,D2,2578.0,4 years,1,50000.0,1,2017-06-01,1,10,31.0,2,19.76,0.0,665.0,669.0,10.0,2.0,2.0,4088.0,59.2,39.0,0,0,Mar-2002,11.0,1.0,0.0,3.0,4.0,4.0,3.0,11.0,25.0,4.0,12.0,4.0,10.0,0.0,0.0,0.0,2.0
555225,35000.0,5,10.99,760.82,B,B4,280.0,10+ years,0,128000.0,2,2015-03-01,1,0,507.0,19,20.9,0.0,735.0,739.0,11.0,0.0,0.0,63691.0,67.5,33.0,0,0,Dec-1991,0.0,1.0,0.0,5.0,5.0,5.0,6.0,11.0,4.0,9.0,24.0,5.0,11.0,0.0,0.0,0.0,0.0
132073,1500.0,3,11.48,49.46,B,B2,243112.0,< 1 year,1,18000.0,0,2009-12-01,1,5,480.0,8,7.07,0.0,735.0,739.0,3.0,0.0,0.0,2217.0,34.1,4.0,1,0,Nov-2003,71.0,1.0,,,,,,,,,,,,,,,
175482,2500.0,3,13.66,85.04,C,C3,16753.0,2 years,1,40000.0,0,2014-11-01,0,0,251.0,8,19.29,0.0,660.0,664.0,10.0,0.0,0.0,5356.0,92.3,26.0,1,0,Jan-2004,0.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,17.0,5.0,9.0,4.0,10.0,0.0,0.0,0.0,2.0
783003,16800.0,3,14.49,578.2,C,C4,2834.0,< 1 year,1,110000.0,1,2016-07-01,1,0,74.0,30,23.81,0.0,690.0,694.0,15.0,0.0,0.0,14027.0,76.7,39.0,0,0,Sep-2005,0.0,1.0,0.0,4.0,11.0,11.0,4.0,9.0,20.0,11.0,19.0,11.0,15.0,0.0,0.0,0.0,4.0
449439,2000.0,3,6.08,60.92,A,A2,6113.0,1 year,1,33000.0,0,2018-01-01,0,0,205.0,8,23.09,0.0,765.0,769.0,13.0,0.0,0.0,2071.0,5.7,17.0,0,0,Dec-2007,0.0,1.0,0.0,3.0,5.0,5.0,8.0,9.0,3.0,12.0,14.0,5.0,13.0,0.0,0.0,0.0,4.0
3724,15000.0,3,13.67,510.27,C,C4,54.0,,0,49500.0,0,2015-12-01,1,3,35.0,14,12.6,0.0,670.0,674.0,15.0,1.0,1.0,4801.0,26.1,38.0,0,0,Apr-1990,3.0,1.0,0.0,4.0,7.0,7.0,5.0,14.0,7.0,14.0,29.0,7.0,15.0,0.0,0.0,0.0,2.0
144846,10000.0,3,8.18,314.2,B,B1,2341.0,10+ years,1,38000.0,0,2015-08-01,0,0,365.0,19,14.18,0.0,695.0,699.0,3.0,0.0,0.0,19624.0,83.5,9.0,1,0,Jan-1993,0.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0
641542,3000.0,3,23.88,117.51,E,E2,4648.0,10+ years,2,75000.0,2,2017-05-01,1,5,282.0,7,20.83,0.0,700.0,704.0,9.0,0.0,0.0,1786.0,30.8,20.0,1,0,Sep-2005,6.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,14.0,6.0,6.0,4.0,9.0,0.0,0.0,0.0,3.0
280814,16800.0,5,21.99,463.91,F,F1,97.0,6 years,1,40000.0,1,2015-07-01,1,0,17.0,13,21.24,1.0,660.0,664.0,5.0,1.0,0.0,7537.0,82.8,11.0,1,0,Jun-2000,0.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,5.0,0.0,0.0,1.0,1.0
506417,22125.0,5,17.86,560.15,D,D5,3598.0,10+ years,1,55000.0,1,2015-05-01,1,0,141.0,13,19.64,0.0,690.0,694.0,13.0,0.0,0.0,3595.0,28.8,25.0,1,0,Apr-1998,0.0,1.0,3.0,5.0,7.0,7.0,5.0,9.0,7.0,11.0,17.0,7.0,13.0,0.0,0.0,0.0,3.0
691285,7000.0,3,8.18,219.94,B,B1,54.0,,0,52000.0,0,2015-10-01,1,5,116.0,14,22.35,0.0,785.0,789.0,18.0,0.0,0.0,5592.0,19.3,37.0,0,0,Apr-1999,6.0,1.0,0.0,4.0,10.0,10.0,4.0,5.0,19.0,13.0,15.0,10.0,18.0,0.0,0.0,0.0,3.0
341823,16550.0,5,22.7,463.71,E,E5,268108.0,2 years,1,85000.0,2,2013-09-01,1,0,124.0,13,11.9,0.0,660.0,664.0,9.0,1.0,1.0,12520.0,65.9,16.0,1,0,May-2001,0.0,1.0,0.0,4.0,8.0,8.0,4.0,8.0,4.0,8.0,12.0,8.0,9.0,0.0,0.0,0.0,3.0
481274,10000.0,3,14.99,346.61,C,C5,320.0,1 year,1,80000.0,1,2014-09-01,0,0,17.0,13,15.96,0.0,670.0,674.0,9.0,0.0,0.0,29435.0,98.8,18.0,1,0,Aug-1999,0.0,1.0,0.0,5.0,5.0,5.0,5.0,7.0,10.0,5.0,7.0,5.0,9.0,0.0,0.0,0.0,2.0
20837,3000.0,3,9.92,96.69,B,B2,6746.0,1 year,1,56000.0,0,2018-04-01,1,5,235.0,8,9.86,0.0,720.0,724.0,19.0,0.0,0.0,5575.0,19.8,22.0,1,0,Dec-2014,6.0,1.0,0.0,2.0,4.0,4.0,5.0,5.0,1.0,18.0,21.0,4.0,19.0,0.0,0.0,0.0,3.0
704869,13000.0,5,12.62,293.27,C,C1,111964.0,7 years,0,135000.0,0,2018-02-01,0,0,107.0,30,4.18,0.0,695.0,699.0,8.0,1.0,0.0,13397.0,24.9,11.0,0,0,Dec-2001,0.0,1.0,0.0,6.0,6.0,6.0,8.0,11.0,0.0,8.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0
354193,15000.0,3,12.69,503.18,B,B5,222960.0,7 years,0,95000.0,0,2011-10-01,0,0,401.0,24,16.8,0.0,710.0,714.0,21.0,0.0,0.0,32784.0,55.4,60.0,1,0,Jul-1995,26.0,1.0,,,,,,,,,,,,,,,
638241,15000.0,5,14.49,352.85,C,C4,638.0,10+ years,0,39000.0,0,2014-08-01,1,3,381.0,9,8.55,0.0,665.0,669.0,13.0,2.0,0.0,9630.0,38.5,55.0,1,0,Dec-1999,3.0,1.0,0.0,2.0,2.0,2.0,5.0,11.0,38.0,9.0,16.0,3.0,13.0,0.0,0.0,0.0,2.0
311313,10000.0,3,12.99,336.9,C,C2,54.0,,0,41000.0,1,2016-03-01,1,4,349.0,44,18.33,1.0,665.0,669.0,8.0,1.0,0.0,4916.0,31.3,12.0,0,0,Sep-2005,4.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,6.0,8.0,4.0,8.0,0.0,0.0,0.0,1.0
361580,4800.0,3,21.45,181.96,D,D5,634.0,10+ years,0,70000.0,1,2017-10-01,0,0,74.0,30,14.88,2.0,670.0,674.0,13.0,0.0,0.0,3407.0,37.9,24.0,1,0,Apr-1996,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,10.0,9.0,12.0,2.0,13.0,0.0,0.0,0.0,4.0
67833,7000.0,3,6.03,213.05,A,A1,308665.0,3 years,1,55000.0,2,2012-08-01,0,4,29.0,19,30.14,0.0,750.0,754.0,17.0,0.0,0.0,4942.0,52.0,34.0,1,0,Apr-1997,27218.0,1.0,,,,,2.0,,,,,,17.0,,,,
770672,10000.0,3,8.99,317.96,B,B1,378105.0,10+ years,0,67000.0,2,2016-10-01,0,4,595.0,23,11.03,2.0,675.0,679.0,10.0,0.0,0.0,8811.0,16.8,24.0,0,0,Dec-2000,4.0,1.0,0.0,1.0,1.0,1.0,5.0,9.0,6.0,7.0,12.0,1.0,10.0,0.0,0.0,1.0,1.0
324226,11000.0,3,12.99,370.59,B,B5,201734.0,10+ years,0,80000.0,0,2014-05-01,0,3,32.0,21,14.56,2.0,700.0,704.0,10.0,0.0,0.0,46109.0,59.3,57.0,1,0,Jul-1990,3.0,1.0,5.0,0.0,6.0,6.0,0.0,10.0,24.0,7.0,24.0,6.0,10.0,0.0,0.0,2.0,6.0
